left_authors,right_authors,left_title,right_title,left_keywords,right_keywords,label,id
"['sánchez-brau m', 'domenech-amigot b', 'brocal-fernández f', 'quesada-rico ja', 'seguí-crespo m']","['shao h', 'pu j', 'mu j']","['prevalence', 'of', 'computer', 'vision', 'syndrome', 'and', 'its', 'relationship', 'with', 'ergonomic', 'and', 'individual', 'factors', 'in', 'presbyopic', 'vdt', 'workers', 'using', 'progressive', 'addition', 'lenses']","['pig-posture', 'recognition', 'based', 'on', 'computer', 'vision:', 'dataset', 'and', 'exploration']","['computer vision syndrome', 'ergonomics', 'presbyopia', 'progressive addition lenses', 'video display terminals', 'workplace']","['agricultural automation', 'automated breeding', 'computer vision', 'pig posture', 'posture recognition']",0,1109
"['sánchez-valerio mr', 'mohamed-noriega k', 'zamora-ginez i', 'duarte bg', 'vallejo-ruiz v']","['ouhami m', 'hafiane a', 'es-saady y', 'el hajji m', 'canals r']","['dry', 'eye', 'disease', 'association', 'with', 'computer', 'exposure', 'time', 'among', 'subjects', 'with', 'computer', 'vision', 'syndrome']","['computer', 'vision,', 'iot', 'and', 'data', 'fusion', 'for', 'crop', 'disease', 'detection', 'using', 'machine', 'learning:', 'a', 'survey', 'and', 'ongoing', 'research']","['computer vision syndrome', 'dry eye disease']","['data fusion', 'intelligent sensors', 'machine learning', 'plant disease', 'remote sensing']",0,1110
"['sánchez-valerio mr', 'mohamed-noriega k', 'zamora-ginez i', 'duarte bg', 'vallejo-ruiz v']","['hridoy rh', 'akter f', 'mahfuzullah m', 'ferdowsy f']","['dry', 'eye', 'disease', 'association', 'with', 'computer', 'exposure', 'time', 'among', 'subjects', 'with', 'computer', 'vision', 'syndrome']","['a', 'computer', 'vision', 'based', 'food', 'recognition', 'approach', 'for', 'controlling', 'inflammation', 'to', 'enhance', 'quality', 'of', 'life', 'of', 'psoriasis', 'patients']","['computer vision syndrome', 'dry eye disease']","['computer vision', 'deep learning', 'food recognition', 'psoriasis', 'transfer learning']",0,1111
"['uryasheva a', 'kalashnikova a', 'shadrin d', 'evteeva k', 'moskovtsev e', 'rodichenko n']","['alhasan as', 'aalam wa']","['computer', 'vision-based', 'platform', 'for', 'apple', 'leaves', 'segmentation', 'in', 'field', 'conditions', 'to', 'support', 'digital', 'phenotyping']","['magnitude', 'and', 'determinants', 'of', 'computer', 'vision', 'syndrome', 'among', 'radiologists', 'in', 'saudi', 'arabia:', 'a', 'national', 'survey']","['computer vision', 'image processing', 'plant disease detection', 'precision agriculture', 'remote sensing']","['computer vision syndrome', 'eyestrain', 'occupational hazards', 'radiologists', 'saudi arabia']",0,1112
"['adane f', 'alamneh ym', 'desta m']","['devi n', 'sarma kk', 'laskar s']","['computer', 'vision', 'syndrome', 'and', 'predictors', 'among', 'computer', 'users', 'in', 'ethiopia:', 'a', 'systematic', 'review', 'and', 'meta-analysis']","['design', 'of', 'an', 'intelligent', 'bean', 'cultivation', 'approach', 'using', 'computer', 'vision,', 'iot', 'and', 'spatio-temporal', 'deep', 'learning', 'structures']","['bankers', 'cvs', 'computer vision syndrome', 'employees', 'meta-analysis and ethiopia', 'secretaries', 'system review']","['artificial intelligence', 'convolution neural network', 'learning based system', 'smart farming']",0,1113
"['abudawood ga', 'ashi hm', 'almarzouki nk']","['an r', 'man y', 'iram s', 'kucukal e', 'hasan mn', 'solis-fuentes a', 'bode a', 'hill a', 'cheng k', 'huang y', 'ahuja s', 'little ja', 'hinczewski m', 'gurkan ua']","['computer', 'vision', 'syndrome', 'among', 'undergraduate', 'medical', 'students', 'in', 'king', 'abdulaziz', 'university,', 'jeddah,', 'saudi', 'arabia']","['computer', 'vision', 'and', 'deep', 'learning', 'assisted', 'microchip', 'electrophoresis', 'for', 'integrated', 'anemia', 'and', 'sickle', 'cell', 'disease', 'screening']","['computer vision syndrome', 'dry eye disease']","['anemia', 'artificial neural network', 'computer vision', 'deep learning']",0,1114
"['gazzah s', 'bencharef o']","['al tawil l', 'aldokhayel s', 'zeitouni l', 'qadoumi t', 'hussein s', 'ahamed ss']","['a', 'survey', 'on', 'how', 'computer', 'vision', 'can', 'response', 'to', 'urgent', 'need', 'to', 'contribute', 'in', 'covid-19', 'pandemics']","['prevalence', 'of', 'self-reported', 'computer', 'vision', 'syndrome', 'symptoms', 'and', 'its', 'associated', 'factors', 'among', 'university', 'students']","['cnn', 'covid-19', 'ct image', 'computer vision', 'x-ray image', 'coronavirus detection', 'deep learning']","['computer vision syndrome', 'saudi arabia', 'electronic devices', 'university students', 'vision problems']",0,1115
"['gazzah s', 'bencharef o']","['singh u', 'srivastava a', 'chauhan d', 'singh a']","['a', 'survey', 'on', 'how', 'computer', 'vision', 'can', 'response', 'to', 'urgent', 'need', 'to', 'contribute', 'in', 'covid-19', 'pandemics']","['computer', 'vision', 'technique', 'for', 'detection', 'of', 'grape', 'esca', '(black', 'measles)', 'disease', 'from', 'grape', 'leaf', 'samples']","['cnn', 'covid-19', 'ct image', 'computer vision', 'x-ray image', 'coronavirus detection', 'deep learning']","['features extraction', 'grape esca (black measles)', 'metamorphose', 'svm (support vector machine)']",0,1116
"['olveres j', 'gonzález g', 'torres f', 'moreno-tagle jc', 'carbajal-degante e', 'valencia-rodríguez a', 'méndez-sánchez n', 'escalante- ramírez b']","['hridoy rh', 'akter f', 'mahfuzullah m', 'ferdowsy f']","['what', 'is', 'new', 'in', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'in', 'medical', 'image', 'analysis', 'applications']","['a', 'computer', 'vision', 'based', 'food', 'recognition', 'approach', 'for', 'controlling', 'inflammation', 'to', 'enhance', 'quality', 'of', 'life', 'of', 'psoriasis', 'patients']","['artificial intelligence (ai)', 'cardiology', 'computer vision (cv)', 'gastroenterology', 'medical image analysis', 'microscopy', 'neurodegenerative disorders', 'oncology', 'respiratory diseases']","['computer vision', 'deep learning', 'food recognition', 'psoriasis', 'transfer learning']",0,1117
"['williams s', 'zhao z', 'hafeez a', 'wong dc', 'relton sd', 'fang h', 'alty je']","['jorquera-chavez m', 'fuentes s', 'dunshea fr', 'warner rd', 'poblete t', 'unnithan rr', 'morrison rs', 'jongman ec']","['the', 'discerning', 'eye', 'of', 'computer', 'vision:', 'can', 'it', 'measure', ""parkinson's"", 'finger', 'tap', 'bradykinesia?']","['using', 'imagery', 'and', 'computer', 'vision', 'as', 'remote', 'monitoring', 'methods', 'for', 'early', 'detection', 'of', 'respiratory', 'disease', 'in', 'pigs']","['artificial intelligence', 'bradykinesia', 'computer vision', 'deeplabcut', 'finger tapping', ""parkinson's disease"", 'parkinsonism']","['animal health', 'animal monitoring', 'contactless monitoring', 'non-invasive methods', 'physiological indicators']",0,1118
"['sánchez-brau m', 'domenech-amigot b', 'brocal-fernández f', 'quesada-rico ja', 'seguí-crespo m']","['khanal sr', 'paulino d', 'sampaio j', 'barroso j', 'reis a', 'filipe v']","['prevalence', 'of', 'computer', 'vision', 'syndrome', 'and', 'its', 'relationship', 'with', 'ergonomic', 'and', 'individual', 'factors', 'in', 'presbyopic', 'vdt', 'workers', 'using', 'progressive', 'addition', 'lenses']","['a', 'review', 'on', 'computer', 'vision', 'technology', 'for', 'physical', 'exercise', 'monitoring']","['computer vision syndrome', 'ergonomics', 'presbyopia', 'progressive addition lenses', 'video display terminals', 'workplace']","['computer vision', 'contactless technology', 'deep learning', 'exercise monitoring', 'physical activity', 'vital sign monitoring']",0,1119
"['sánchez-brau m', 'domenech-amigot b', 'brocal-fernández f', 'quesada-rico ja', 'seguí-crespo m']","['akbarian s', 'nelder mp', 'russell cb', 'cawston t', 'moreno l', 'patel sn', 'allen vg', 'dolatabadi e']","['prevalence', 'of', 'computer', 'vision', 'syndrome', 'and', 'its', 'relationship', 'with', 'ergonomic', 'and', 'individual', 'factors', 'in', 'presbyopic', 'vdt', 'workers', 'using', 'progressive', 'addition', 'lenses']","['a', 'computer', 'vision', 'approach', 'to', 'identifying', 'ticks', 'related', 'to', 'lyme', 'disease']","['computer vision syndrome', 'ergonomics', 'presbyopia', 'progressive addition lenses', 'video display terminals', 'workplace']","['computer vision', 'ixodes scapularis', 'lyme disease', 'convolution neural network', 'infectious disease', 'knowledge transfer', 'public health', 'surveillance', 'vector-borne disease']",0,1120
"['jain y', 'gandhi h', 'burte a', 'vora a']","['hridoy rh', 'akter f', 'mahfuzullah m', 'ferdowsy f']","['mental', 'and', 'physical', 'health', 'management', 'system', 'using', 'ml,', 'computer', 'vision', 'and', 'iot', 'sensor', 'network']","['a', 'computer', 'vision', 'based', 'food', 'recognition', 'approach', 'for', 'controlling', 'inflammation', 'to', 'enhance', 'quality', 'of', 'life', 'of', 'psoriasis', 'patients']","['arduino uno', 'chatbot', 'image processing', 'iot', 'convolutional neural network']","['computer vision', 'deep learning', 'food recognition', 'psoriasis', 'transfer learning']",0,1121
"['sánchez-valerio mr', 'mohamed-noriega k', 'zamora-ginez i', 'duarte bg', 'vallejo-ruiz v']","['su wh', 'zhang j', 'yang c', 'page r', 'szinyei t', 'hirsch cd', 'steffenson bj']","['dry', 'eye', 'disease', 'association', 'with', 'computer', 'exposure', 'time', 'among', 'subjects', 'with', 'computer', 'vision', 'syndrome']","['automatic', 'evaluation', 'of', 'wheat', 'resistance', 'to', 'fusarium', 'head', 'blight', 'using', 'dual', 'mask-rcnn', 'deep', 'learning', 'frameworks', 'in', 'computer', 'vision']","['computer vision syndrome', 'dry eye disease']","['computer vision', 'deep learning', 'fusarium head blight', 'target recognition', 'wheat spike']",0,1122
"['ouhami m', 'hafiane a', 'es-saady y', 'el hajji m', 'canals r']","['olveres j', 'gonzález g', 'torres f', 'moreno-tagle jc', 'carbajal-degante e', 'valencia-rodríguez a', 'méndez-sánchez n', 'escalante- ramírez b']","['computer', 'vision,', 'iot', 'and', 'data', 'fusion', 'for', 'crop', 'disease', 'detection', 'using', 'machine', 'learning:', 'a', 'survey', 'and', 'ongoing', 'research']","['what', 'is', 'new', 'in', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'in', 'medical', 'image', 'analysis', 'applications']","['data fusion', 'intelligent sensors', 'machine learning', 'plant disease', 'remote sensing']","['artificial intelligence (ai)', 'cardiology', 'computer vision (cv)', 'gastroenterology', 'medical image analysis', 'microscopy', 'neurodegenerative disorders', 'oncology', 'respiratory diseases']",0,1123
"['fernández-carrión e', 'barasona já', 'sánchez á', 'jurado c', 'cadenas-fernández e', 'sánchez-vizcaíno jm']","['sánchez-valerio mr', 'mohamed-noriega k', 'zamora-ginez i', 'duarte bg', 'vallejo-ruiz v']","['computer', 'vision', 'applied', 'to', 'detect', 'lethargy', 'through', 'animal', 'motion', 'monitoring:', 'a', 'trial', 'on', 'african', 'swine', 'fever', 'inwild', 'boar']","['dry', 'eye', 'disease', 'association', 'with', 'computer', 'exposure', 'time', 'among', 'subjects', 'with', 'computer', 'vision', 'syndrome']","['african swine fever', 'artificial intelligence', 'computer vision', 'infectious disease']","['computer vision syndrome', 'dry eye disease']",0,1124
"['punia r', 'kumar l', 'mujahid m', 'rohilla r']","['alguliyev r', 'imamverdiyev y', 'sukhostat l', 'bayramov r']","['computer', 'vision', 'and', 'radiology', 'for', 'covid-19', 'detection']","['plant', 'disease', 'detection', 'based', 'on', 'a', 'deep', 'model']","['covid-19', 'computer vision', 'radiology']","['deep learning', 'machine learning', 'plant disease identification', 'plant leaves']",0,1125
"['singh u', 'srivastava a', 'chauhan d', 'singh a']","['devi n', 'sarma kk', 'laskar s']","['computer', 'vision', 'technique', 'for', 'detection', 'of', 'grape', 'esca', '(black', 'measles)', 'disease', 'from', 'grape', 'leaf', 'samples']","['design', 'of', 'an', 'intelligent', 'bean', 'cultivation', 'approach', 'using', 'computer', 'vision,', 'iot', 'and', 'spatio-temporal', 'deep', 'learning', 'structures']","['features extraction', 'grape esca (black measles)', 'metamorphose', 'svm (support vector machine)']","['artificial intelligence', 'convolution neural network', 'learning based system', 'smart farming']",0,1126
"['meske c', 'bunde e']","['ouhami m', 'hafiane a', 'es-saady y', 'el hajji m', 'canals r']","['transparency', 'and', 'trust', 'in', 'human-ai-interaction:', 'the', 'role', 'of', 'model-agnostic', 'explanations', 'in', 'computer', 'vision-based', 'decision', 'support']","['computer', 'vision,', 'iot', 'and', 'data', 'fusion', 'for', 'crop', 'disease', 'detection', 'using', 'machine', 'learning:', 'a', 'survey', 'and', 'ongoing', 'research']","['artificial intelligence', 'computer vision', 'deep learning', 'explainability', 'healthcare', 'trust']","['data fusion', 'intelligent sensors', 'machine learning', 'plant disease', 'remote sensing']",0,1127
"['al tawil l', 'aldokhayel s', 'zeitouni l', 'qadoumi t', 'hussein s', 'ahamed ss']","['ouhami m', 'hafiane a', 'es-saady y', 'el hajji m', 'canals r']","['prevalence', 'of', 'self-reported', 'computer', 'vision', 'syndrome', 'symptoms', 'and', 'its', 'associated', 'factors', 'among', 'university', 'students']","['computer', 'vision,', 'iot', 'and', 'data', 'fusion', 'for', 'crop', 'disease', 'detection', 'using', 'machine', 'learning:', 'a', 'survey', 'and', 'ongoing', 'research']","['computer vision syndrome', 'saudi arabia', 'electronic devices', 'university students', 'vision problems']","['data fusion', 'intelligent sensors', 'machine learning', 'plant disease', 'remote sensing']",0,1128
"['sánchez-brau m', 'domenech-amigot b', 'brocal-fernández f', 'quesada-rico ja', 'seguí-crespo m']","['luo c', 'pearson p', 'xu g', 'rich sm']","['prevalence', 'of', 'computer', 'vision', 'syndrome', 'and', 'its', 'relationship', 'with', 'ergonomic', 'and', 'individual', 'factors', 'in', 'presbyopic', 'vdt', 'workers', 'using', 'progressive', 'addition', 'lenses']","['a', 'computer', 'vision-based', 'approach', 'for', 'tick', 'identification', 'using', 'deep', 'learning', 'models']","['computer vision syndrome', 'ergonomics', 'presbyopia', 'progressive addition lenses', 'video display terminals', 'workplace']","['computer vision', 'medical entomology', 'ticks']",0,1129
"['ouhami m', 'hafiane a', 'es-saady y', 'el hajji m', 'canals r']","['hassan h', 'ren z', 'zhao h', 'huang s', 'li d', 'xiang s', 'kang y', 'chen s', 'huang b']","['computer', 'vision,', 'iot', 'and', 'data', 'fusion', 'for', 'crop', 'disease', 'detection', 'using', 'machine', 'learning:', 'a', 'survey', 'and', 'ongoing', 'research']","['review', 'and', 'classification', 'of', 'ai-enabled', 'covid-19', 'ct', 'imaging', 'models', 'based', 'on', 'computer', 'vision', 'tasks']","['data fusion', 'intelligent sensors', 'machine learning', 'plant disease', 'remote sensing']","['covid-19', 'covid-19 classification', 'covid-19 detection', 'covid-19 diagnosis', 'image segmentation']",0,1130
"['fernández-carrión e', 'barasona já', 'sánchez á', 'jurado c', 'cadenas-fernández e', 'sánchez-vizcaíno jm']","['olveres j', 'gonzález g', 'torres f', 'moreno-tagle jc', 'carbajal-degante e', 'valencia-rodríguez a', 'méndez-sánchez n', 'escalante- ramírez b']","['computer', 'vision', 'applied', 'to', 'detect', 'lethargy', 'through', 'animal', 'motion', 'monitoring:', 'a', 'trial', 'on', 'african', 'swine', 'fever', 'inwild', 'boar']","['what', 'is', 'new', 'in', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'in', 'medical', 'image', 'analysis', 'applications']","['african swine fever', 'artificial intelligence', 'computer vision', 'infectious disease']","['artificial intelligence (ai)', 'cardiology', 'computer vision (cv)', 'gastroenterology', 'medical image analysis', 'microscopy', 'neurodegenerative disorders', 'oncology', 'respiratory diseases']",0,1131
