Authors_l,Title_l,Keywords_l,Authors_raw_l,Title_raw_l,Keywords_raw_l,Authors_r,Title_r,Keywords_r,Authors_raw_r,Title_raw_r,Keywords_raw_r
"['sánchez-brau m', 'domenech-amigot b', 'brocal-fernández f', 'quesada-rico ja', 'seguí-crespo m']","['prevalence', 'of', 'computer', 'vision', 'syndrome', 'and', 'its', 'relationship', 'with', 'ergonomic', 'and', 'individual', 'factors', 'in', 'presbyopic', 'vdt', 'workers', 'using', 'progressive', 'addition', 'lenses']","['computer vision syndrome', 'ergonomics', 'presbyopia', 'progressive addition lenses', 'video display terminals', 'workplace']","Sánchez-Brau M,Domenech-Amigot B,Brocal-Fernández F,Quesada-Rico JA,Seguí-Crespo M",Prevalence of Computer Vision Syndrome and Its Relationship with Ergonomic and Individual Factors in Presbyopic VDT Workers Using Progressive Addition Lenses,"computer vision syndrome,ergonomics,presbyopia,progressive addition lenses,video display terminals,workplace","['hridoy rh', 'akter f', 'mahfuzullah m', 'ferdowsy f']","['a', 'computer', 'vision', 'based', 'food', 'recognition', 'approach', 'for', 'controlling', 'inflammation', 'to', 'enhance', 'quality', 'of', 'life', 'of', 'psoriasis', 'patients']","['computer vision', 'deep learning', 'food recognition', 'psoriasis', 'transfer learning']","Hridoy RH,Akter F,Mahfuzullah M,Ferdowsy F",A Computer Vision Based Food Recognition Approach for Controlling Inflammation to Enhance Quality of Life of Psoriasis Patients,"Computer Vision,Deep Learning,Food Recognition,Psoriasis,Transfer Learning"
"['su wh', 'zhang j', 'yang c', 'page r', 'szinyei t', 'hirsch cd', 'steffenson bj']","['automatic', 'evaluation', 'of', 'wheat', 'resistance', 'to', 'fusarium', 'head', 'blight', 'using', 'dual', 'mask-rcnn', 'deep', 'learning', 'frameworks', 'in', 'computer', 'vision']","['computer vision', 'deep learning', 'fusarium head blight', 'target recognition', 'wheat spike']","Su WH,Zhang J,Yang C,Page R,Szinyei T,Hirsch CD,Steffenson BJ",Automatic evaluation of wheat resistance to fusarium head blight using dual mask-rcnn deep learning frameworks in computer vision,"Computer vision,Deep learning,Fusarium head blight,Target recognition,Wheat spike","['wangsan k', 'upaphong p', 'assavanopakun p', 'sapbamrer r', 'sirikul w', 'kitro a', 'sirimaharaj n', 'kuanprasert s', 'saenpo m', 'saetiao s', 'khamphichai t']","['self-reported', 'computer', 'vision', 'syndrome', 'among', 'thai', 'university', 'students', 'in', 'virtual', 'classrooms', 'during', 'the', 'covid-19', 'pandemic:', 'prevalence', 'and', 'associated', 'factors']","['covid-19 impact', 'computer vison syndrome', 'digital eye strain', 'digital screen', 'online study', 'video display terminal', 'virtual classroom', 'visual display terminal']","Wangsan K,Upaphong P,Assavanopakun P,Sapbamrer R,Sirikul W,Kitro A,Sirimaharaj N,Kuanprasert S,Saenpo M,Saetiao S,Khamphichai T",Self-Reported Computer Vision Syndrome among Thai University Students in Virtual Classrooms during the COVID-19 Pandemic: Prevalence and Associated Factors,"COVID-19 impact,computer vison syndrome,digital eye strain,digital screen,online study,video display terminal,virtual classroom,visual display terminal"
"['sánchez-brau m', 'domenech-amigot b', 'brocal-fernández f', 'quesada-rico ja', 'seguí-crespo m']","['prevalence', 'of', 'computer', 'vision', 'syndrome', 'and', 'its', 'relationship', 'with', 'ergonomic', 'and', 'individual', 'factors', 'in', 'presbyopic', 'vdt', 'workers', 'using', 'progressive', 'addition', 'lenses']","['computer vision syndrome', 'ergonomics', 'presbyopia', 'progressive addition lenses', 'video display terminals', 'workplace']","Sánchez-Brau M,Domenech-Amigot B,Brocal-Fernández F,Quesada-Rico JA,Seguí-Crespo M",Prevalence of Computer Vision Syndrome and Its Relationship with Ergonomic and Individual Factors in Presbyopic VDT Workers Using Progressive Addition Lenses,"computer vision syndrome,ergonomics,presbyopia,progressive addition lenses,video display terminals,workplace","['esteva a', 'chou k', 'yeung s', 'naik n', 'madani a', 'mottaghi a', 'liu y', 'topol e', 'dean j', 'socher r']","['deep', 'learning-enabled', 'medical', 'computer', 'vision']","['computer vision', 'machine perception', 'medicine']","Esteva A,Chou K,Yeung S,Naik N,Madani A,Mottaghi A,Liu Y,Topol E,Dean J,Socher R",Deep learning-enabled medical computer vision,"computer vision,machine perception,medicine"
"['alguliyev r', 'imamverdiyev y', 'sukhostat l', 'bayramov r']","['plant', 'disease', 'detection', 'based', 'on', 'a', 'deep', 'model']","['deep learning', 'machine learning', 'plant disease identification', 'plant leaves']","Alguliyev R,Imamverdiyev Y,Sukhostat L,Bayramov R",Plant disease detection based on a deep model,"Deep learning,Machine learning,Plant disease identification,Plant leaves","['jorquera-chavez m', 'fuentes s', 'dunshea fr', 'warner rd', 'poblete t', 'unnithan rr', 'morrison rs', 'jongman ec']","['using', 'imagery', 'and', 'computer', 'vision', 'as', 'remote', 'monitoring', 'methods', 'for', 'early', 'detection', 'of', 'respiratory', 'disease', 'in', 'pigs']","['animal health', 'animal monitoring', 'contactless monitoring', 'non-invasive methods', 'physiological indicators']","Jorquera-Chavez M,Fuentes S,Dunshea FR,Warner RD,Poblete T,Unnithan RR,Morrison RS,Jongman EC",Using imagery and computer vision as remote monitoring methods for early detection of respiratory disease in pigs,"Animal health,Animal monitoring,Contactless monitoring,Non-invasive methods,Physiological indicators"
"['shao h', 'pu j', 'mu j']","['pig-posture', 'recognition', 'based', 'on', 'computer', 'vision:', 'dataset', 'and', 'exploration']","['agricultural automation', 'automated breeding', 'computer vision', 'pig posture', 'posture recognition']","Shao H,Pu J,Mu J",Pig-posture recognition based on computer vision: Dataset and exploration,"Agricultural automation,Automated breeding,Computer vision,Pig posture,Posture recognition","['devi n', 'sarma kk', 'laskar s']","['design', 'of', 'an', 'intelligent', 'bean', 'cultivation', 'approach', 'using', 'computer', 'vision,', 'iot', 'and', 'spatio-temporal', 'deep', 'learning', 'structures']","['artificial intelligence', 'convolution neural network', 'learning based system', 'smart farming']","Devi N,Sarma KK,Laskar S","Design of an intelligent bean cultivation approach using computer vision, IoT and spatio-temporal deep learning structures","Artificial intelligence,Convolution neural network,Learning based system,Smart farming"
"['jain y', 'gandhi h', 'burte a', 'vora a']","['mental', 'and', 'physical', 'health', 'management', 'system', 'using', 'ml,', 'computer', 'vision', 'and', 'iot', 'sensor', 'network']","['arduino uno', 'chatbot', 'image processing', 'iot', 'convolutional neural network']","Jain Y,Gandhi H,Burte A,Vora A","Mental and Physical Health Management System Using ML, Computer Vision and IoT Sensor Network","Arduino UNO,Chatbot,Image processing,IoT,convolutional neural network","['abrami a', 'gunzler s', 'kilbane c', 'ostrand r', 'ho b', 'cecchi g']","['automated', 'computer', 'vision', 'assessment', 'of', 'hypomimia', 'in', 'parkinson', 'disease:', 'proof-of-principle', 'pilot', 'study']","['computer vision', 'hypomimia', 'parkinson disease', 'telemedicine']","Abrami A,Gunzler S,Kilbane C,Ostrand R,Ho B,Cecchi G",Automated computer vision assessment of hypomimia in parkinson disease: Proof-of-principle pilot study,"Computer vision,Hypomimia,Parkinson disease,Telemedicine"
"['fernandes af', 'dórea jr', 'rosa gj']","['image', 'analysis', 'and', 'computer', 'vision', 'applications', 'in', 'animal', 'sciences:', 'an', 'overview']","['automation', 'computer vision', 'high-throughput phenotyping', 'imaging', 'livestock', 'phenotyping', 'precision livestock', 'sensors']","Fernandes AF,Dórea JR,Rosa GJ",Image Analysis and Computer Vision Applications in Animal Sciences: An Overview,"automation,computer vision,high-throughput phenotyping,imaging,livestock,phenotyping,precision livestock,sensors","['singh u', 'srivastava a', 'chauhan d', 'singh a']","['computer', 'vision', 'technique', 'for', 'detection', 'of', 'grape', 'esca', '(black', 'measles)', 'disease', 'from', 'grape', 'leaf', 'samples']","['features extraction', 'grape esca (black measles)', 'metamorphose', 'svm (support vector machine)']","Singh U,Srivastava A,Chauhan D,Singh A",Computer Vision Technique for Detection of Grape Esca (Black Measles) Disease from Grape Leaf Samples,"Features Extraction,Grape Esca (Black Measles),Metamorphose,SVM (Support Vector Machine)"
"['abbaspour-gilandeh y', 'aghabara a', 'davari m', 'maja jm']","['feasibility', 'of', 'using', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'techniques', 'in', 'detection', 'of', 'some', 'apple', 'pests', 'and', 'diseases']","['apple capsid', 'apple russeting', 'early detection', 'image processing', 'pest', 'sparse coding']","Abbaspour-Gilandeh Y,Aghabara A,Davari M,Maja JM",Feasibility of Using Computer Vision and Artificial Intelligence Techniques in Detection of Some Apple Pests and Diseases,"Apple capsid,Apple russeting,Early detection,Image processing,Pest,Sparse coding","['khanal sr', 'paulino d', 'sampaio j', 'barroso j', 'reis a', 'filipe v']","['a', 'review', 'on', 'computer', 'vision', 'technology', 'for', 'physical', 'exercise', 'monitoring']","['computer vision', 'contactless technology', 'deep learning', 'exercise monitoring', 'physical activity', 'vital sign monitoring']","Khanal SR,Paulino D,Sampaio J,Barroso J,Reis A,Filipe V",A Review on Computer Vision Technology for Physical Exercise Monitoring,"computer vision,contactless technology,deep learning,exercise monitoring,physical activity,vital sign monitoring"
"['abbaspour-gilandeh y', 'aghabara a', 'davari m', 'maja jm']","['feasibility', 'of', 'using', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'techniques', 'in', 'detection', 'of', 'some', 'apple', 'pests', 'and', 'diseases']","['apple capsid', 'apple russeting', 'early detection', 'image processing', 'pest', 'sparse coding']","Abbaspour-Gilandeh Y,Aghabara A,Davari M,Maja JM",Feasibility of Using Computer Vision and Artificial Intelligence Techniques in Detection of Some Apple Pests and Diseases,"Apple capsid,Apple russeting,Early detection,Image processing,Pest,Sparse coding","['akbarian s', 'nelder mp', 'russell cb', 'cawston t', 'moreno l', 'patel sn', 'allen vg', 'dolatabadi e']","['a', 'computer', 'vision', 'approach', 'to', 'identifying', 'ticks', 'related', 'to', 'lyme', 'disease']","['computer vision', 'ixodes scapularis', 'lyme disease', 'convolution neural network', 'infectious disease', 'knowledge transfer', 'public health', 'surveillance', 'vector-borne disease']","Akbarian S,Nelder MP,Russell CB,Cawston T,Moreno L,Patel SN,Allen VG,Dolatabadi E",A Computer Vision Approach to Identifying Ticks Related to Lyme Disease,"Computer vision,Ixodes scapularis,Lyme disease,convolution neural network,infectious disease,knowledge transfer,public health,surveillance,vector-borne disease"
"['sánchez-valerio mr', 'mohamed-noriega k', 'zamora-ginez i', 'duarte bg', 'vallejo-ruiz v']","['dry', 'eye', 'disease', 'association', 'with', 'computer', 'exposure', 'time', 'among', 'subjects', 'with', 'computer', 'vision', 'syndrome']","['computer vision syndrome', 'dry eye disease']","Sánchez-Valerio MR,Mohamed-Noriega K,Zamora-Ginez I,Duarte BG,Vallejo-Ruiz V",Dry eye disease association with computer exposure time among subjects with computer vision syndrome,"Computer vision syndrome,Dry eye disease","['olveres j', 'gonzález g', 'torres f', 'moreno-tagle jc', 'carbajal-degante e', 'valencia-rodríguez a', 'méndez-sánchez n', 'escalante- ramírez b']","['what', 'is', 'new', 'in', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'in', 'medical', 'image', 'analysis', 'applications']","['artificial intelligence (ai)', 'cardiology', 'computer vision (cv)', 'gastroenterology', 'medical image analysis', 'microscopy', 'neurodegenerative disorders', 'oncology', 'respiratory diseases']","Olveres J,González G,Torres F,Moreno-Tagle JC,Carbajal-Degante E,Valencia-Rodríguez A,Méndez-Sánchez N,Escalante- Ramírez B",What is new in computer vision and artificial intelligence in medical image analysis applications,"Artificial intelligence (AI),Cardiology,Computer vision (CV),Gastroenterology,Medical image analysis,Microscopy,Neurodegenerative disorders,Oncology,Respiratory diseases"
"['sánchez-valerio mr', 'mohamed-noriega k', 'zamora-ginez i', 'duarte bg', 'vallejo-ruiz v']","['dry', 'eye', 'disease', 'association', 'with', 'computer', 'exposure', 'time', 'among', 'subjects', 'with', 'computer', 'vision', 'syndrome']","['computer vision syndrome', 'dry eye disease']","Sánchez-Valerio MR,Mohamed-Noriega K,Zamora-Ginez I,Duarte BG,Vallejo-Ruiz V",Dry eye disease association with computer exposure time among subjects with computer vision syndrome,"Computer vision syndrome,Dry eye disease","['williams s', 'zhao z', 'hafeez a', 'wong dc', 'relton sd', 'fang h', 'alty je']","['the', 'discerning', 'eye', 'of', 'computer', 'vision:', 'can', 'it', 'measure', ""parkinson's"", 'finger', 'tap', 'bradykinesia?']","['artificial intelligence', 'bradykinesia', 'computer vision', 'deeplabcut', 'finger tapping', ""parkinson's disease"", 'parkinsonism']","Williams S,Zhao Z,Hafeez A,Wong DC,Relton SD,Fang H,Alty JE",The discerning eye of computer vision: Can it measure Parkinson's finger tap bradykinesia?,"Artificial intelligence,Bradykinesia,Computer vision,DeepLabCut,Finger tapping,Parkinson's disease,Parkinsonism"
"['sánchez-valerio mr', 'mohamed-noriega k', 'zamora-ginez i', 'duarte bg', 'vallejo-ruiz v']","['dry', 'eye', 'disease', 'association', 'with', 'computer', 'exposure', 'time', 'among', 'subjects', 'with', 'computer', 'vision', 'syndrome']","['computer vision syndrome', 'dry eye disease']","Sánchez-Valerio MR,Mohamed-Noriega K,Zamora-Ginez I,Duarte BG,Vallejo-Ruiz V",Dry eye disease association with computer exposure time among subjects with computer vision syndrome,"Computer vision syndrome,Dry eye disease","['vo tt', 'ko h', 'huh jh', 'kim y']","['overview', 'of', 'smart', 'aquaculture', 'system:', 'focusing', 'on', 'applications', 'of', 'machine', 'learning', 'and', 'computer', 'vision']","['ai', 'application', 'artificial intelligent', 'machine learning', 'smart aquaculture']","Vo TT,Ko H,Huh JH,Kim Y",Overview of smart aquaculture system: Focusing on applications of machine learning and computer vision,"AI,Application,Artificial intelligent,Machine learning,Smart aquaculture"
"['sánchez-valerio mr', 'mohamed-noriega k', 'zamora-ginez i', 'duarte bg', 'vallejo-ruiz v']","['dry', 'eye', 'disease', 'association', 'with', 'computer', 'exposure', 'time', 'among', 'subjects', 'with', 'computer', 'vision', 'syndrome']","['computer vision syndrome', 'dry eye disease']","Sánchez-Valerio MR,Mohamed-Noriega K,Zamora-Ginez I,Duarte BG,Vallejo-Ruiz V",Dry eye disease association with computer exposure time among subjects with computer vision syndrome,"Computer vision syndrome,Dry eye disease","['bhargava a', 'bansal a']","['novel', 'coronavirus', '(covid-19)', 'diagnosis', 'using', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'techniques:', 'a', 'review']","['covid-19', 'computed tomography', 'computer vision', 'coronavirus', 'machine learning']","Bhargava A,Bansal A",Novel coronavirus (COVID-19) diagnosis using computer vision and artificial intelligence techniques: a review,"COVID-19,Computed tomography,Computer vision,Coronavirus,Machine learning"
"['sánchez-valerio mr', 'mohamed-noriega k', 'zamora-ginez i', 'duarte bg', 'vallejo-ruiz v']","['dry', 'eye', 'disease', 'association', 'with', 'computer', 'exposure', 'time', 'among', 'subjects', 'with', 'computer', 'vision', 'syndrome']","['computer vision syndrome', 'dry eye disease']","Sánchez-Valerio MR,Mohamed-Noriega K,Zamora-Ginez I,Duarte BG,Vallejo-Ruiz V",Dry eye disease association with computer exposure time among subjects with computer vision syndrome,"Computer vision syndrome,Dry eye disease","['jain y', 'gandhi h', 'burte a', 'vora a']","['mental', 'and', 'physical', 'health', 'management', 'system', 'using', 'ml,', 'computer', 'vision', 'and', 'iot', 'sensor', 'network']","['arduino uno', 'chatbot', 'image processing', 'iot', 'convolutional neural network']","Jain Y,Gandhi H,Burte A,Vora A","Mental and Physical Health Management System Using ML, Computer Vision and IoT Sensor Network","Arduino UNO,Chatbot,Image processing,IoT,convolutional neural network"
