Authors_l,Authors_r,Title_l,Title_r,Keywords_l,Keywords_r,Authors_raw_l,Authors_raw_r,Title_raw_l,Title_raw_r,Keywords_raw_l,Keywords_raw_r,Flag,Pair of Article,Sim_Authors,Sim_Title,Sim_Keywords,Similarity
"['abrami a', 'gunzler s', 'kilbane c', 'ostrand r', 'ho b', 'cecchi g']","['devi n', 'sarma kk', 'laskar s']","['automated', 'computer', 'vision', 'assessment', 'of', 'hypomimia', 'in', 'parkinson', 'disease:', 'proof-of-principle', 'pilot', 'study']","['design', 'of', 'an', 'intelligent', 'bean', 'cultivation', 'approach', 'using', 'computer', 'vision,', 'iot', 'and', 'spatio-temporal', 'deep', 'learning', 'structures']","['computer vision', 'hypomimia', 'parkinson disease', 'telemedicine']","['artificial intelligence', 'convolution neural network', 'learning based system', 'smart farming']","Abrami A,Gunzler S,Kilbane C,Ostrand R,Ho B,Cecchi G","Devi N,Sarma KK,Laskar S",Automated computer vision assessment of hypomimia in parkinson disease: Proof-of-principle pilot study,"Design of an intelligent bean cultivation approach using computer vision, IoT and spatio-temporal deep learning structures","Computer vision,Hypomimia,Parkinson disease,Telemedicine","Artificial intelligence,Convolution neural network,Learning based system,Smart farming",0,1103,0.0,0.11538461538461539,0.0,0.046153846153846156
"['okinda c', 'nyalala i', 'korohou t', 'okinda c', 'wang j', 'achieng t', 'wamalwa p', 'mang t', 'shen m']","['devi n', 'sarma kk', 'laskar s']","['a', 'review', 'on', 'computer', 'vision', 'systems', 'in', 'monitoring', 'of', 'poultry:', 'a', 'welfare', 'perspective']","['design', 'of', 'an', 'intelligent', 'bean', 'cultivation', 'approach', 'using', 'computer', 'vision,', 'iot', 'and', 'spatio-temporal', 'deep', 'learning', 'structures']","['computer vision', 'deep learning', 'machine learning', 'monitoring', 'poultry', 'welfare']","['artificial intelligence', 'convolution neural network', 'learning based system', 'smart farming']","Okinda C,Nyalala I,Korohou T,Okinda C,Wang J,Achieng T,Wamalwa P,Mang T,Shen M","Devi N,Sarma KK,Laskar S",A review on computer vision systems in monitoring of poultry: A welfare perspective,"Design of an intelligent bean cultivation approach using computer vision, IoT and spatio-temporal deep learning structures","Computer vision,Deep learning,Machine learning,Monitoring,Poultry,Welfare","Artificial intelligence,Convolution neural network,Learning based system,Smart farming",0,1104,0.0,0.11538461538461539,0.0,0.046153846153846156
"['olveres j', 'gonzález g', 'torres f', 'moreno-tagle jc', 'carbajal-degante e', 'valencia-rodríguez a', 'méndez-sánchez n', 'escalante- ramírez b']","['khan aa', 'laghari aa', 'awan sa']","['what', 'is', 'new', 'in', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'in', 'medical', 'image', 'analysis', 'applications']","['machine', 'learning', 'in', 'computer', 'vision:', 'a', 'review']","['artificial intelligence (ai)', 'cardiology', 'computer vision (cv)', 'gastroenterology', 'medical image analysis', 'microscopy', 'neurodegenerative disorders', 'oncology', 'respiratory diseases']","['computer vision', 'feature extraction', 'machine learning', 'medical imaging', 'neural network', 'pattern recognition', 'supervised and unsupervised learning']","Olveres J,González G,Torres F,Moreno-Tagle JC,Carbajal-Degante E,Valencia-Rodríguez A,Méndez-Sánchez N,Escalante- Ramírez B","Khan AA,Laghari AA,Awan SA",What is new in computer vision and artificial intelligence in medical image analysis applications,Machine Learning in Computer Vision: A Review,"Artificial intelligence (AI),Cardiology,Computer vision (CV),Gastroenterology,Medical image analysis,Microscopy,Neurodegenerative disorders,Oncology,Respiratory diseases","Computer Vision,Feature Extraction,Machine Learning,Medical Imaging,Neural Network,Pattern Recognition,Supervised and Unsupervised Learning",0,917,0.0,0.1111111111111111,0.0,0.044444444444444446
"['olveres j', 'gonzález g', 'torres f', 'moreno-tagle jc', 'carbajal-degante e', 'valencia-rodríguez a', 'méndez-sánchez n', 'escalante- ramírez b']","['devi n', 'sarma kk', 'laskar s']","['what', 'is', 'new', 'in', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'in', 'medical', 'image', 'analysis', 'applications']","['design', 'of', 'an', 'intelligent', 'bean', 'cultivation', 'approach', 'using', 'computer', 'vision,', 'iot', 'and', 'spatio-temporal', 'deep', 'learning', 'structures']","['artificial intelligence (ai)', 'cardiology', 'computer vision (cv)', 'gastroenterology', 'medical image analysis', 'microscopy', 'neurodegenerative disorders', 'oncology', 'respiratory diseases']","['artificial intelligence', 'convolution neural network', 'learning based system', 'smart farming']","Olveres J,González G,Torres F,Moreno-Tagle JC,Carbajal-Degante E,Valencia-Rodríguez A,Méndez-Sánchez N,Escalante- Ramírez B","Devi N,Sarma KK,Laskar S",What is new in computer vision and artificial intelligence in medical image analysis applications,"Design of an intelligent bean cultivation approach using computer vision, IoT and spatio-temporal deep learning structures","Artificial intelligence (AI),Cardiology,Computer vision (CV),Gastroenterology,Medical image analysis,Microscopy,Neurodegenerative disorders,Oncology,Respiratory diseases","Artificial intelligence,Convolution neural network,Learning based system,Smart farming",0,1106,0.0,0.1111111111111111,0.0,0.044444444444444446
"['vo tt', 'ko h', 'huh jh', 'kim y']","['hridoy rh', 'akter f', 'mahfuzullah m', 'ferdowsy f']","['overview', 'of', 'smart', 'aquaculture', 'system:', 'focusing', 'on', 'applications', 'of', 'machine', 'learning', 'and', 'computer', 'vision']","['a', 'computer', 'vision', 'based', 'food', 'recognition', 'approach', 'for', 'controlling', 'inflammation', 'to', 'enhance', 'quality', 'of', 'life', 'of', 'psoriasis', 'patients']","['ai', 'application', 'artificial intelligent', 'machine learning', 'smart aquaculture']","['computer vision', 'deep learning', 'food recognition', 'psoriasis', 'transfer learning']","Vo TT,Ko H,Huh JH,Kim Y","Hridoy RH,Akter F,Mahfuzullah M,Ferdowsy F",Overview of smart aquaculture system: Focusing on applications of machine learning and computer vision,A Computer Vision Based Food Recognition Approach for Controlling Inflammation to Enhance Quality of Life of Psoriasis Patients,"AI,Application,Artificial intelligent,Machine learning,Smart aquaculture","Computer Vision,Deep Learning,Food Recognition,Psoriasis,Transfer Learning",0,920,0.0,0.1111111111111111,0.0,0.044444444444444446
"['jain y', 'gandhi h', 'burte a', 'vora a']","['tripathi mk', 'maktedar dd']","['mental', 'and', 'physical', 'health', 'management', 'system', 'using', 'ml,', 'computer', 'vision', 'and', 'iot', 'sensor', 'network']","['a', 'role', 'of', 'computer', 'vision', 'in', 'fruits', 'and', 'vegetables', 'among', 'various', 'horticulture', 'products', 'of', 'agriculture', 'fields:', 'a', 'survey']","['arduino uno', 'chatbot', 'image processing', 'iot', 'convolutional neural network']","['agriculture', 'computer vision', 'data-analysis', 'defect detection', 'descriptor', 'monitoring', 'pre-processing', 'survey']","Jain Y,Gandhi H,Burte A,Vora A","Tripathi MK,Maktedar DD","Mental and Physical Health Management System Using ML, Computer Vision and IoT Sensor Network",A role of computer vision in fruits and vegetables among various horticulture products of agriculture fields: A survey,"Arduino UNO,Chatbot,Image processing,IoT,convolutional neural network","Agriculture,Computer vision,Data-analysis,Defect detection,Descriptor,Monitoring,Pre-processing,Survey",0,906,0.0,0.1111111111111111,0.0,0.044444444444444446
"['sánchez-valerio mr', 'mohamed-noriega k', 'zamora-ginez i', 'duarte bg', 'vallejo-ruiz v']","['ouhami m', 'hafiane a', 'es-saady y', 'el hajji m', 'canals r']","['dry', 'eye', 'disease', 'association', 'with', 'computer', 'exposure', 'time', 'among', 'subjects', 'with', 'computer', 'vision', 'syndrome']","['computer', 'vision,', 'iot', 'and', 'data', 'fusion', 'for', 'crop', 'disease', 'detection', 'using', 'machine', 'learning:', 'a', 'survey', 'and', 'ongoing', 'research']","['computer vision syndrome', 'dry eye disease']","['data fusion', 'intelligent sensors', 'machine learning', 'plant disease', 'remote sensing']","Sánchez-Valerio MR,Mohamed-Noriega K,Zamora-Ginez I,Duarte BG,Vallejo-Ruiz V","Ouhami M,Hafiane A,Es-Saady Y,El Hajji M,Canals R",Dry eye disease association with computer exposure time among subjects with computer vision syndrome,"Computer vision, IoT and data fusion for crop disease detection using machine learning: A survey and ongoing research","Computer vision syndrome,Dry eye disease","Data fusion,Intelligent sensors,Machine learning,Plant disease,Remote sensing",0,1110,0.0,0.1111111111111111,0.0,0.044444444444444446
"['sánchez-valerio mr', 'mohamed-noriega k', 'zamora-ginez i', 'duarte bg', 'vallejo-ruiz v']","['tian h', 'wang t', 'liu y', 'qiao x', 'li y']","['dry', 'eye', 'disease', 'association', 'with', 'computer', 'exposure', 'time', 'among', 'subjects', 'with', 'computer', 'vision', 'syndrome']","['computer', 'vision', 'technology', 'in', 'agricultural', 'automation', '—a', 'review']","['computer vision syndrome', 'dry eye disease']","['agricultural automation', 'computer vision', 'image processing', 'intelligent detection']","Sánchez-Valerio MR,Mohamed-Noriega K,Zamora-Ginez I,Duarte BG,Vallejo-Ruiz V","Tian H,Wang T,Liu Y,Qiao X,Li Y",Dry eye disease association with computer exposure time among subjects with computer vision syndrome,Computer vision technology in agricultural automation —A review,"Computer vision syndrome,Dry eye disease","Agricultural automation,Computer vision,Image processing,Intelligent detection",0,921,0.0,0.1111111111111111,0.0,0.044444444444444446
"['esteva a', 'chou k', 'yeung s', 'naik n', 'madani a', 'mottaghi a', 'liu y', 'topol e', 'dean j', 'socher r']","['alhasan as', 'aalam wa']","['deep', 'learning-enabled', 'medical', 'computer', 'vision']","['magnitude', 'and', 'determinants', 'of', 'computer', 'vision', 'syndrome', 'among', 'radiologists', 'in', 'saudi', 'arabia:', 'a', 'national', 'survey']","['computer vision', 'machine perception', 'medicine']","['computer vision syndrome', 'eyestrain', 'occupational hazards', 'radiologists', 'saudi arabia']","Esteva A,Chou K,Yeung S,Naik N,Madani A,Mottaghi A,Liu Y,Topol E,Dean J,Socher R","Alhasan AS,Aalam WA",Deep learning-enabled medical computer vision,Magnitude and Determinants of Computer Vision Syndrome Among Radiologists in Saudi Arabia: A National Survey,"computer vision,machine perception,medicine","Computer Vision Syndrome,Eyestrain,Occupational hazards,Radiologists,Saudi Arabia",0,922,0.0,0.1111111111111111,0.0,0.044444444444444446
"['esteva a', 'chou k', 'yeung s', 'naik n', 'madani a', 'mottaghi a', 'liu y', 'topol e', 'dean j', 'socher r']","['abbaspour-gilandeh y', 'aghabara a', 'davari m', 'maja jm']","['deep', 'learning-enabled', 'medical', 'computer', 'vision']","['feasibility', 'of', 'using', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'techniques', 'in', 'detection', 'of', 'some', 'apple', 'pests', 'and', 'diseases']","['computer vision', 'machine perception', 'medicine']","['apple capsid', 'apple russeting', 'early detection', 'image processing', 'pest', 'sparse coding']","Esteva A,Chou K,Yeung S,Naik N,Madani A,Mottaghi A,Liu Y,Topol E,Dean J,Socher R","Abbaspour-Gilandeh Y,Aghabara A,Davari M,Maja JM",Deep learning-enabled medical computer vision,Feasibility of Using Computer Vision and Artificial Intelligence Techniques in Detection of Some Apple Pests and Diseases,"computer vision,machine perception,medicine","Apple capsid,Apple russeting,Early detection,Image processing,Pest,Sparse coding",0,923,0.0,0.1111111111111111,0.0,0.044444444444444446
"['ouhami m', 'hafiane a', 'es-saady y', 'el hajji m', 'canals r']","['rupprechter s', 'morinan g', 'peng y', 'foltynie t', 'sibley k', 'weil rs', 'leyland la', 'baig f', 'morgante f', 'gilron r', 'wilt r', 'starr p', 'hauser ra', ""o'keeffe j""]","['computer', 'vision,', 'iot', 'and', 'data', 'fusion', 'for', 'crop', 'disease', 'detection', 'using', 'machine', 'learning:', 'a', 'survey', 'and', 'ongoing', 'research']","['a', 'clinically', 'interpretable', 'computer-vision', 'based', 'method', 'for', 'quantifying', 'gait', 'in', ""parkinson's"", 'disease']","['data fusion', 'intelligent sensors', 'machine learning', 'plant disease', 'remote sensing']","['computer vision', 'gait', 'interpretable machine learning', ""parkinson's disease"", 'pose estimation', 'time series analysis']","Ouhami M,Hafiane A,Es-Saady Y,El Hajji M,Canals R","Rupprechter S,Morinan G,Peng Y,Foltynie T,Sibley K,Weil RS,Leyland LA,Baig F,Morgante F,Gilron R,Wilt R,Starr P,Hauser RA,O'Keeffe J","Computer vision, IoT and data fusion for crop disease detection using machine learning: A survey and ongoing research",A clinically interpretable computer-vision based method for quantifying gait in parkinson's disease,"Data fusion,Intelligent sensors,Machine learning,Plant disease,Remote sensing","Computer vision,Gait,Interpretable machine learning,Parkinson's disease,Pose estimation,Time series analysis",0,909,0.0,0.1111111111111111,0.0,0.044444444444444446
"['adane f', 'alamneh ym', 'desta m']","['devi n', 'sarma kk', 'laskar s']","['computer', 'vision', 'syndrome', 'and', 'predictors', 'among', 'computer', 'users', 'in', 'ethiopia:', 'a', 'systematic', 'review', 'and', 'meta-analysis']","['design', 'of', 'an', 'intelligent', 'bean', 'cultivation', 'approach', 'using', 'computer', 'vision,', 'iot', 'and', 'spatio-temporal', 'deep', 'learning', 'structures']","['bankers', 'cvs', 'computer vision syndrome', 'employees', 'meta-analysis and ethiopia', 'secretaries', 'system review']","['artificial intelligence', 'convolution neural network', 'learning based system', 'smart farming']","Adane F,Alamneh YM,Desta M","Devi N,Sarma KK,Laskar S",Computer vision syndrome and predictors among computer users in Ethiopia: a systematic review and meta-analysis,"Design of an intelligent bean cultivation approach using computer vision, IoT and spatio-temporal deep learning structures","Bankers,CVS,Computer vision syndrome,Employees,Meta-analysis and Ethiopia,Secretaries,System review","Artificial intelligence,Convolution neural network,Learning based system,Smart farming",0,1113,0.0,0.1111111111111111,0.0,0.044444444444444446
"['fernández-carrión e', 'barasona já', 'sánchez á', 'jurado c', 'cadenas-fernández e', 'sánchez-vizcaíno jm']","['sood s', 'singh h']","['computer', 'vision', 'applied', 'to', 'detect', 'lethargy', 'through', 'animal', 'motion', 'monitoring:', 'a', 'trial', 'on', 'african', 'swine', 'fever', 'inwild', 'boar']","['computer', 'vision', 'and', 'machine', 'learning', 'based', 'approaches', 'for', 'food', 'security:', 'a', 'review']","['african swine fever', 'artificial intelligence', 'computer vision', 'infectious disease']","['convolutional neural network', 'deep learning', 'food ssecurity', 'smart farming']","Fernández-Carrión E,Barasona JÁ,Sánchez Á,Jurado C,Cadenas-Fernández E,Sánchez-Vizcaíno JM","Sood S,Singh H",Computer vision applied to detect lethargy through animal motion monitoring: A trial on african swine fever inwild boar,Computer Vision and Machine Learning based approaches for Food Security: A Review,"African swine fever,Artificial intelligence,Computer vision,Infectious disease","Convolutional neural network,Deep learning,Food Ssecurity,Smart farming",0,925,0.0,0.1111111111111111,0.0,0.044444444444444446
['tombe r'],"['sánchez-valerio mr', 'mohamed-noriega k', 'zamora-ginez i', 'duarte bg', 'vallejo-ruiz v']","['computer', 'vision', 'for', 'smart', 'farming', 'and', 'sustainable', 'agriculture']","['dry', 'eye', 'disease', 'association', 'with', 'computer', 'exposure', 'time', 'among', 'subjects', 'with', 'computer', 'vision', 'syndrome']","['big data processing', 'computer vision', 'deep learning', 'drones', 'machine learning', 'remote sensing images']","['computer vision syndrome', 'dry eye disease']",Tombe R,"Sánchez-Valerio MR,Mohamed-Noriega K,Zamora-Ginez I,Duarte BG,Vallejo-Ruiz V",Computer Vision for Smart Farming and Sustainable Agriculture,Dry eye disease association with computer exposure time among subjects with computer vision syndrome,"big data processing,computer vision,deep learning,drones,machine learning,remote sensing images","Computer vision syndrome,Dry eye disease",0,926,0.0,0.1111111111111111,0.0,0.044444444444444446
